Cell	Celltype	Location_Smooth	X	Y	Z	T	Pou3f1	Mixl1	Mesp1	Sox17	Nodal	Bmp4	Eomes	Wnt3	Wnt3a	Fgf8	Celltype_Number
cell_7451	Epiblast	4A	-5.34E-01	-1.32E-01	3.67E+00	0	0	0	0	0	0	0	0	0	0	0	1
cell_6813	PSLC	4P	2.44E+00	-8.32E-01	4.41E+00	0	1	0	0	0	0	0	0	0	0	1.58	2
cell_5516	PSLC	4P	2.91E+00	-5.61E-01	4.50E+00	1	2.32	0	0	0	0	0	2.32	1	0	3	2
cell_7112	PSLC	4P	-7.15E-01	1.55E+00	4.09E+00	0	2.32	0	0	0	0	0	0	0	0	0	2
cell_7243	PSLC	4P	2.45E+00	1.41E+00	4.00E+00	0	0	0	0	0	0	0	0	0	0	1	2
cell_6862	PSLC	4P	1.39E+00	2.03E+00	4.36E+00	1	2.58	0	0	0	1	0	2	1.58	0	2.32	2
cell_5674	PSLC	4P	-1.20E+00	2.12E+00	4.02E+00	0	1.58	0	0	0	0	0	0	0	0	0	2
cell_5839	PSLC	4P	1.33E-01	2.16E+00	3.75E+00	0	1.58	0	0	0	0	0	0	0	0	2	2
cell_5986	PSLC	4P	3.06E+00	3.89E-01	4.09E+00	0	1	0	0	0	0	0	1.58	0	0	2.81	2
cell_6217	PSLC	4P	4.41E-01	1.99E+00	3.58E+00	0	0	0	0	0	0	0	1	0	0	1	2
cell_6311	PSLC	4P	-8.88E-01	2.13E+00	3.60E+00	0	0	0	0	0	0	0	1	0	0	2.32	2
cell_6625	PSLC	4P	-8.54E-01	1.48E+00	3.99E+00	0	1	0	0	0	1	0	0	0	0	1.58	2
cell_7399	PSLC	4P	1.03E+00	9.15E-01	3.73E+00	0	2.32	1	0	0	0	0	2.58	0	0	4.39	2
cell_5725	PSLC	4P	9.49E-01	3.51E-01	3.83E+00	0	1	0	0	0	0	0	0	0	0	1	2
cell_6469	PSLC	4P	3.40E-01	1.71E+00	4.11E+00	0	1	0	0	0	0	0	0	0	0	1	2
cell_7254	PSLC	4P	-3.83E-01	1.74E+00	4.10E+00	0	2.58	0	0	0	0	0	0	0	0	0	2
cell_5830	PSLC	4P	2.82E+00	5.72E-01	3.54E+00	0	2.81	0	0	0	0	0	1.58	1	0	3.58	2
cell_6022	PSLC	4P	1.47E+00	2.33E+00	4.23E+00	0	1.58	0	0	0	0	0	0	0	0	1.58	2
cell_6219	PSLC	4P	-6.88E-01	1.99E+00	4.18E+00	0	2.58	0	0	0	0	0	0	0	0	0	2
cell_6601	PSLC	4P	-3.94E-01	2.78E+00	4.32E+00	0	1.58	0	0	0	1.58	0	0	0	0	1	2
cell_6210	PSLC	4P	9.90E-01	5.72E-01	3.80E+00	0	1.58	0	0	0	0	0	0	0	0	1.58	2
cell_5815	PSLC	4P	-1.66E-01	1.85E+00	3.98E+00	0	2.81	0	0	0	0	0	0	0	0	0	2
cell_5576	PSLC	4P	9.33E-01	2.26E+00	3.93E+00	0	2.32	1.58	0	0	0	0	1.58	0	0	0	2
cell_5811	PSLC	4P	1.50E+00	1.28E+00	4.15E+00	0	2	0	0	0	0	0	1	0	0	0	2
cell_6368	PSLC	4P	1.09E+00	2.27E+00	3.50E+00	0	1	0	0	0	0	0	2.32	0	0	2	2
cell_7305	PSLC	4P	7.18E-01	9.29E-01	4.20E+00	0	1.58	0	0	0	0	0	1	0	0	2.81	2
cell_7375	PSLC	4P	2.24E+00	7.21E-01	4.22E+00	0	1	0	0	0	0	0	1	1	0	2	2
cell_7422	PSLC	4P	2.35E+00	5.80E-01	3.94E+00	0	1.58	0	0	0	0	0	0	0	0	1	2
cell_5465	PSLC	4P	-1.28E-01	2.55E+00	3.90E+00	0	1.58	0	0	0	0	0	0	0	0	0	2
cell_7181	PSLC	4P	9.07E-02	1.68E+00	3.65E+00	0	2.32	0	0	0	0	0	1	0	0	2	2
cell_7225	PSLC	4P	-5.41E-01	2.58E+00	3.63E+00	2.32	0	1	3.32	0	0	0	1	0	0	2	2
cell_6005	PSLC	4P	4.21E-01	-3.71E-01	4.31E+00	1	0	0	0	0	0	0	1	0	0	2.81	2
cell_5511	PSLC	4P	5.55E-01	2.70E+00	4.18E+00	0	1	0	0	0	0	0	0	0	0	0	2
cell_6964	PSLC	4P	2.47E+00	-1.21E-01	4.29E+00	0	1	1	0	0	0	0	1	0	0	2.58	2
cell_7362	PSLC	4P	2.45E-01	9.75E-01	3.72E+00	0	1	2	0	0	0	0	3.17	0	0	3.17	2
cell_7551	PSLC	4P	2.05E+00	-6.19E-01	4.47E+00	0	1	0	0	0	1	0	1.58	1	0	2.81	2
cell_6394	PSLC	4P	2.24E+00	1.57E+00	4.01E+00	1	0	1	0	0	0	0	1.58	1.58	0	2.32	2
cell_6358	PSLC	4P	1.61E+00	1.60E+00	4.18E+00	0	0	2.32	0	0	1	0	2.32	0	0	2.81	2
cell_6114	PSLC	4P	1.81E+00	7.11E-01	4.19E+00	0	0	0	1	0	0	0	1	0	0	3.17	2
cell_6529	PSLC	4P	2.89E+00	-1.66E-02	3.94E+00	0	0	1	0	0	0	0	1	0	0	2	2
cell_6408	PSLC	4P	2.06E+00	7.65E-01	4.49E+00	1	0	1.58	3.91	0	1	0	1.58	1	0	3.58	2
cell_7002	PSLC	4P	1.05E+00	2.91E+00	4.47E+00	1.58	1	1.58	0	0	0	0	3.58	2.32	0	4.25	2
cell_6767	PSLC	4P	2.73E+00	1.00E+00	3.95E+00	0	1.58	0	0	0	0	0	2.58	1	0	2.32	2
cell_6243	PSLC	4P	2.22E-02	2.37E+00	3.61E+00	2.81	0	1.58	0	0	0	0	2	0	0	3.32	2
cell_6732	PSLC	4P	5.46E-01	2.65E+00	4.29E+00	0	1	0	0	0	0	0	1	0	0	2.58	2
cell_7219	Epiblast	5A	-7.99E-01	-2.54E+00	4.98E+00	0	0	0	0	2	0	0	1.58	0	0	2.81	1
cell_5526	Epiblast	5A	1.51E-01	-1.82E-01	4.95E+00	0	1	0	0	0	0	0	0	0	0	1	1
cell_6895	Epiblast	5A	-1.67E+00	-2.41E+00	5.47E+00	0	1.58	0	0	0	0	0	0	0	0	1	1
cell_5543	Epiblast	5A	-2.93E-02	-1.79E+00	5.12E+00	0	1.58	0	2.58	0	0	0	1	1.58	0	1	1
cell_7230	Epiblast	5A	-6.67E-01	2.16E-01	5.15E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_6572	Epiblast	5A	-3.10E-01	-3.17E+00	4.73E+00	0	0	0	0	0	1	0	0	1	0	2.58	1
cell_5800	Epiblast	5A	-6.83E-01	4.28E-01	5.11E+00	0	1.58	0	0	0	0	0	1	0	0	1	1
cell_7235	Epiblast	5A	-1.17E+00	-1.73E+00	4.60E+00	0	2	0	0	0	0	0	0	0	0	2.58	1
cell_5638	Epiblast	5A	-1.30E+00	-1.23E+00	4.98E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_7443	Epiblast	5A	-2.35E+00	1.29E+00	5.06E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_5518	Epiblast	5A	4.12E-01	-1.07E+00	4.92E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_5599	Epiblast	5A	-7.92E-01	-9.98E-01	5.05E+00	0	2.58	0	0	0	0	0	0	0	0	2	1
cell_6417	Epiblast	5A	-1.49E+00	-1.87E+00	4.77E+00	0	2.32	0	0	0	0	0	0	0	0	1	1
cell_7325	Epiblast	5A	-1.58E+00	6.63E-01	5.15E+00	0	2.32	0	0	0	0	0	0	0	0	0	1
cell_6182	Epiblast	5A	1.33E+00	-2.34E+00	5.39E+00	0	1	0	0	0	0	0	0	1	0	1	1
cell_6283	Epiblast	5A	-1.70E+00	-1.35E+00	5.09E+00	0	0	0	0	0	0	0	0	1	0	1	1
cell_6703	Epiblast	5A	-1.62E+00	-1.67E+00	4.58E+00	0	2	0	0	0	0	0	2	0	0	2	1
cell_6972	Epiblast	5A	7.20E-01	-9.79E-01	5.43E+00	0	1	0	0	0	1	0	0	0	0	0	1
cell_6363	Epiblast	5A	-1.63E+00	6.41E-01	5.36E+00	0	0	0	0	0	0	0	1	0	0	0	1
cell_6934	Epiblast	5A	-1.30E+00	-2.95E+00	4.60E+00	0	3.58	0	0	0	1	1	0	0	0	2	1
cell_6976	Epiblast	5A	-6.73E-01	-2.22E+00	4.60E+00	0	1	1	0	0	0	0	1	0	0	1	1
cell_5773	Epiblast	5A	-1.08E-02	-2.61E+00	4.85E+00	0	2.32	0	0	0	1	0	0	0	0	0	1
cell_5565	Epiblast	5A	-7.87E-01	-1.15E+00	4.88E+00	0	2	0	0	0	0	0	1	0	0	0	1
cell_7281	Epiblast	5A	8.21E-01	-2.22E+00	5.04E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_5911	Epiblast	5A	6.23E-01	-3.02E+00	4.89E+00	0	2.58	0	0	0	0	0	0	0	0	0	1
cell_6450	Epiblast	5A	-1.60E+00	-1.44E+00	4.87E+00	0	1	0	0	0	0	0	0	0	0	1	1
cell_5596	Epiblast	5A	-1.56E+00	-4.31E-01	4.74E+00	0	2.58	0	0	0	0	0	1	0	0	0	1
cell_5671	Epiblast	5A	-2.88E+00	-1.40E+00	4.93E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_5788	Epiblast	5A	-1.04E+00	3.23E-01	5.40E+00	0	1.58	0	0	0	0	0	0	0	0	1	1
cell_5977	Epiblast	5A	1.84E-01	-2.14E+00	5.38E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_6189	Epiblast	5A	-5.83E-01	-7.48E-02	4.53E+00	0	0	0	0	0	0	0	0	0	0	1	1
cell_6289	Epiblast	5A	2.03E+00	-2.53E+00	4.54E+00	0	0	0	0	0	0	0	1	0	0	0	1
cell_6694	Epiblast	5A	-2.20E+00	3.14E-01	5.43E+00	0	0	0	0	0	1	0	0	0	0	0	1
cell_6822	Epiblast	5A	-1.28E+00	-1.19E+00	4.80E+00	1	1	1	0	0	0	0	1	1	0	3.32	1
cell_6961	Epiblast	5A	-2.05E+00	-2.40E+00	4.96E+00	0	1	0	0	0	0	0	2	0	0	1	1
cell_7140	Epiblast	5A	-1.16E+00	-1.80E+00	4.89E+00	0	1.58	0	0	0	1	0	2	1.58	0	2	1
cell_7223	Epiblast	5A	1.74E+00	-2.20E+00	5.28E+00	0	0	0	0	0	0	0	1	0	0	3.58	1
cell_7570	Epiblast	5A	-2.12E+00	3.81E-01	4.51E+00	0	2.32	0	0	0	0	0	1	0	0	2	1
cell_7155	Epiblast	5A	-2.17E+00	8.96E-01	4.67E+00	0	0	0	0	0	0	0	1	0	0	2	1
cell_6276	Epiblast	5A	-1.75E+00	2.10E-01	5.36E+00	0	3	0	0	0	0	0	1	0	0	0	1
cell_6864	Epiblast	5A	-1.88E-01	-2.14E+00	5.10E+00	0	1	0	0	0	0	0	0	0	0	2.81	1
cell_7086	Epiblast	5A	-2.01E+00	2.33E-01	5.33E+00	0	3.17	0	0	0	0	0	1.58	0	0	0	1
cell_5708	Epiblast	5A	3.91E-01	-2.40E+00	4.85E+00	0	0	0	0	0	0	0	0	0	0	0	1
cell_5887	Epiblast	5A	2.53E-01	-2.17E+00	5.21E+00	0	1	0	0	0	0	0	1	0	0	0	1
cell_5913	Epiblast	5A	-2.27E+00	1.36E+00	5.31E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6432	Epiblast	5A	1.68E+00	-2.13E+00	4.64E+00	0	1	0	0	0	0	0	0	0	0	1.58	1
cell_6520	Epiblast	5A	-2.54E+00	1.92E+00	4.57E+00	0	2.58	0	0	0	0	0	1	0	0	2.58	1
cell_6646	Epiblast	5A	-2.18E+00	8.19E-01	5.12E+00	0	0	0	0	0	0	0	0	0	0	1.58	1
cell_6775	Epiblast	5A	-2.20E+00	1.65E+00	4.53E+00	0	2.81	0	0	0	0	0	0	0	0	2.32	1
cell_6811	Epiblast	5A	-1.69E+00	1.24E+00	5.03E+00	0	1	0	0	0	0	0	0	1	0	0	1
cell_6830	Epiblast	5A	-4.09E-01	-1.41E+00	4.83E+00	0	0	0	0	0	0	0	0	0	0	0	1
cell_6969	Epiblast	5A	-2.61E+00	-1.37E-01	5.20E+00	1	2	1	0	0	0	0	1	0	0	0	1
cell_7018	Epiblast	5A	-4.36E-01	-8.15E-01	4.53E+00	0	3.32	0	0	0	0	0	0	0	0	0	1
cell_7103	Epiblast	5A	-2.39E-01	-1.14E+00	5.03E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_7298	Epiblast	5A	-1.47E-01	-1.10E+00	5.32E+00	0	2.32	0	0	0	0	0	0	0	0	0	1
cell_7381	Epiblast	5A	-1.93E+00	-8.88E-01	5.32E+00	0	2	0	0	0	1	0	0	0	0	1	1
cell_7446	Epiblast	5A	-1.32E+00	-7.38E-01	4.59E+00	0	2.32	0	0	0	0	0	0	0	0	0	1
cell_7450	Epiblast	5A	-1.99E+00	-1.62E+00	5.23E+00	0	0	0	0	0	0	0	0	0	0	0	1
cell_7589	Epiblast	5A	-1.45E+00	-6.16E-01	5.41E+00	0	2.81	0	0	0	0	0	0	0	0	0	1
cell_6282	Epiblast	5A	-2.08E+00	-2.03E+00	4.52E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_6473	Epiblast	5A	-2.66E+00	-2.65E-02	5.29E+00	2.32	0	2	3.17	0	0	0	1	0	0	2.58	1
cell_6377	Epiblast	5A	-1.20E+00	-2.81E+00	5.22E+00	2	0	2.58	2.58	0	0	0	2	0	0	3.58	1
cell_6642	Epiblast	5A	1.15E-01	-1.71E+00	4.50E+00	0	2	1	0	3	1	0	2	0	0	2	1
cell_6479	Epiblast	5A	8.06E-01	-3.28E+00	4.69E+00	0	0	0	0	0	0	0	2	0	0	2	1
cell_7526	Epiblast	5A	-1.48E+00	-9.09E-01	4.61E+00	0	1	1	0	0	0	0	2.32	0	0	3.7	1
cell_6340	Epiblast	5A	4.30E-01	-1.43E+00	5.16E+00	0	2	1	0	1.58	0	0	1.58	0	0	2	1
cell_6993	Epiblast	5A	1.94E+00	-2.05E+00	5.07E+00	0	0	0	0	0	0	0	1	0	0	2.32	1
cell_5906	Epiblast	5A	-5.11E-01	3.18E-01	5.13E+00	0	1	0	0	0	0	0	0	0	0	2.81	1
cell_6170	Epiblast	5A	-1.68E+00	7.82E-01	5.35E+00	1	1	0	0	0	0	0	0	1.58	0	3	1
cell_6458	PSLC	5P	1.42E+00	-7.99E-01	5.05E+00	0	2.32	0	0	0	1	0	1	0	0	0	2
cell_5610	PSLC	5P	1.61E+00	-1.19E+00	4.64E+00	0	2.32	0	0	0	1	0	0	0	0	0	2
cell_6741	PSLC	5P	-1.32E+00	1.63E+00	5.45E+00	0	0	0	0	0	0	0	0	0	0	1.58	2
cell_5600	PSLC	5P	-7.30E-01	3.04E+00	5.42E+00	0	0	0	0	0	0	0	0	0	0	0	2
cell_6081	PSLC	5P	5.50E-01	1.19E+00	4.91E+00	0	1.58	0	0	0	0	0	2.58	1	0	2	2
cell_7364	PSLC	5P	6.78E-01	6.97E-01	5.28E+00	0	1.58	0	0	0	1	0	0	0	0	0	2
cell_5709	PSLC	5P	2.83E+00	1.68E+00	5.11E+00	0	1.58	0	0	0	0	0	0	0	0	0	2
cell_5863	PSLC	5P	-1.56E+00	1.90E+00	4.73E+00	0	0	0	0	0	0	0	0	0	0	2.32	2
cell_5910	PSLC	5P	-1.21E+00	1.86E+00	5.20E+00	0	2.32	0	0	0	0	0	0	0	0	1	2
cell_6012	PSLC	5P	2.81E+00	3.84E-01	4.59E+00	0	2	0	0	0	0	0	1	0	0	1	2
cell_6490	PSLC	5P	2.15E+00	2.22E+00	5.28E+00	0	1	0	0	0	0	0	1	0	0	4.32	2
cell_6575	PSLC	5P	3.00E+00	-3.32E-01	4.78E+00	0	1.58	0	0	0	0	0	0	0	0	1	2
cell_6665	PSLC	5P	-9.30E-01	2.35E+00	4.80E+00	0	0	0	0	0	0	0	0	0	0	0	2
cell_6807	PSLC	5P	2.65E+00	-1.66E+00	5.22E+00	0	2	0	0	0	0	0	0	0	0	0	2
cell_6150	PSLC	5P	2.56E+00	8.98E-01	5.24E+00	0	3	0	0	0	1	0	1	0	0	0	2
cell_7091	PSLC	5P	-1.18E+00	2.19E+00	4.92E+00	0	1	0	0	0	0	0	1	0	0	1	2
cell_6117	PSLC	5P	4.35E-01	6.33E-01	4.69E+00	0	0	0	0	0	0	0	0	0	0	0	2
cell_5804	PSLC	5P	1.83E+00	-1.28E+00	4.90E+00	0	0	0	0	0	1	0	0	0	0	1	2
cell_6786	PSLC	5P	3.13E-01	1.21E+00	4.78E+00	0	1.58	0	0	0	0	0	1	1	0	2.58	2
cell_5957	PSLC	5P	1.84E+00	2.48E+00	4.89E+00	0	3	0	0	0	0	1	0	0	0	0	2
cell_5539	PSLC	5P	5.88E-01	2.32E+00	5.11E+00	0	1.58	0	0	0	0	0	0	0	0	0	2
cell_5901	PSLC	5P	-9.39E-01	1.58E+00	5.08E+00	0	2.58	0	0	0	0	0	0	0	0	0	2
cell_6118	PSLC	5P	2.78E+00	6.95E-01	4.52E+00	0	2	0	0	0	0	0	0	0	0	0	2
cell_6573	PSLC	5P	2.14E+00	1.98E+00	5.39E+00	0	3.46	0	0	0	0	0	0	0	0	0	2
cell_7185	PSLC	5P	1.53E+00	2.54E+00	4.78E+00	0	2	0	0	0	0	0	1	0	0	1.58	2
cell_7304	PSLC	5P	1.43E+00	2.86E+00	4.99E+00	0	1.58	0	0	0	0	0	0	0	0	0	2
cell_7548	PSLC	5P	1.38E+00	2.25E+00	5.39E+00	0	2.32	0	0	0	1.58	0	1.58	0	0	0	2
cell_7574	PSLC	5P	1.74E+00	7.37E-01	4.70E+00	0	3.32	0	0	0	0	0	1	0	0	1	2
cell_5635	PSLC	5P	2.93E+00	8.71E-01	4.58E+00	0	1	1.58	0	0	0	0	2.58	0	0	1	2
cell_6621	PSLC	5P	3.51E-01	1.73E-01	4.76E+00	0	3	0	0	2.32	0	0	1	0	0	2.81	2
cell_7173	PSLC	5P	5.05E-01	6.31E-01	4.80E+00	0	0	0	0	0	0	0	3	0	0	1.58	2
cell_6568	PSLC	5P	2.55E+00	1.71E+00	5.44E+00	0	0	0	0	0	0	0	1.58	0	0	3.81	2
cell_6098	PSLC	5P	-1.48E-01	1.81E-01	5.29E+00	0	1.58	0	0	0	1	0	1	1	0	1	2
cell_6994	PSLC	5P	7.12E-01	2.66E+00	5.42E+00	0	1.58	0	0	0	0	0	1	1	0	1.58	2
cell_5632	PSLC	5P	-3.43E-01	1.17E+00	4.70E+00	1.58	0	1.58	0	0	1	0	2.32	0	0	2.81	2
cell_5487	PSLC	5P	2.68E+00	3.33E-01	4.57E+00	2	0	0	0	0	0	0	1	0	0	3.58	2
cell_6403	PSLC	5P	2.94E+00	-1.14E-01	4.63E+00	0	0	0	0	0	0	0	0	0	0	2	2
cell_6975	PSLC	5P	-1.76E+00	2.39E+00	4.66E+00	0	1.58	0	0	0	0	0	1.58	0	0	2	2
cell_7573	PSLC	5P	2.75E+00	3.13E-01	4.59E+00	1.58	0	0	0	0	0	0	2	0	0	2.32	2
cell_6226	Epiblast	6A	-1.78E+00	9.74E-01	5.71E+00	0	2.81	0	0	0	0	0	0	0	0	0	1
cell_6721	Epiblast	6A	2.13E+00	-2.47E+00	5.77E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_7435	Epiblast	6A	-1.82E-01	-2.79E+00	5.85E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_7592	Epiblast	6A	-1.81E+00	-1.98E+00	5.64E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_6428	Epiblast	6A	1.14E+00	-2.16E+00	6.01E+00	0	1.58	0	0	0	1	0	1.58	0	0	1	1
cell_7352	Epiblast	6A	-6.29E-01	-2.81E+00	6.42E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_7582	Epiblast	6A	-1.40E+00	-1.94E+00	5.80E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6229	Epiblast	6A	-4.03E-01	-2.68E+00	5.70E+00	0	1	0	0	0	1	0	0	0	0	2	1
cell_6355	Epiblast	6A	1.44E+00	-2.64E+00	6.12E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_6525	Epiblast	6A	-3.24E+00	1.19E+00	6.47E+00	0	1.58	0	0	0	0	0	0	0	0	1	1
cell_5908	Epiblast	6A	7.67E-02	-3.54E+00	5.79E+00	0	2.32	0	0	0	0	0	0	0	0	0	1
cell_5791	Epiblast	6A	1.14E-02	-3.58E+00	5.91E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_6281	Epiblast	6A	-7.89E-01	-6.10E-01	5.99E+00	0	3	0	0	0	0	0	0	0	0	1	1
cell_6555	Epiblast	6A	-7.63E-01	6.01E-01	5.60E+00	0	1.58	0	0	0	1	0	0	0	0	1.58	1
cell_6810	Epiblast	6A	-1.69E-01	-3.46E+00	5.81E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_6918	Epiblast	6A	-1.23E+00	-3.25E+00	5.56E+00	0	3.46	0	0	0	0	0	0	0	0	0	1
cell_5742	Epiblast	6A	-3.48E+00	-1.17E+00	5.51E+00	0	1.58	0	0	0	1	0	1	0	0	1.58	1
cell_7284	Epiblast	6A	-1.03E+00	-2.22E+00	5.86E+00	0	0	1	0	0	0	0	0	0	0	1.58	1
cell_6680	Epiblast	6A	-1.74E+00	2.20E-01	6.15E+00	0	1	0	0	0	1	0	0	0	0	0	1
cell_7391	Epiblast	6A	-2.83E+00	-1.03E+00	5.76E+00	0	2.58	0	0	0	0	0	1	0	0	0	1
cell_6010	Epiblast	6A	-1.25E-01	5.69E-02	5.50E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6191	Epiblast	6A	-1.84E+00	-1.22E+00	6.37E+00	0	1	3.17	0	0	0	0	1.58	0	0	2.81	1
cell_6530	Epiblast	6A	-2.52E+00	2.24E+00	5.93E+00	0	0	0	0	0	0	0	0	0	0	0	1
cell_6829	Epiblast	6A	-2.86E+00	-5.11E-02	5.53E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_6991	Epiblast	6A	-1.27E+00	-1.43E+00	5.77E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_7109	Epiblast	6A	-1.96E+00	-1.57E+00	6.16E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_7383	Epiblast	6A	-1.69E+00	1.85E-01	5.95E+00	0	2.32	0	0	0	0	0	1	0	0	1.58	1
cell_7560	Epiblast	6A	-5.00E-01	-3.37E+00	6.26E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_5856	Epiblast	6A	6.08E-01	-1.53E+00	6.05E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_6977	Epiblast	6A	-2.40E+00	1.91E+00	6.10E+00	0	1.58	0	0	0	0	0	0	0	0	1	1
cell_6998	Epiblast	6A	-2.21E+00	-2.21E+00	6.18E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_7269	Epiblast	6A	-7.44E-01	-6.68E-01	5.84E+00	0	3	0	0	0	0	0	0	0	0	0	1
cell_6234	Epiblast	6A	-2.97E+00	-1.25E+00	6.21E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6571	Epiblast	6A	-1.72E+00	-3.80E-01	5.85E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_6622	Epiblast	6A	-2.26E+00	6.76E-01	5.53E+00	0	0	0	0	0	0	0	0	0	0	0	1
cell_6802	Epiblast	6A	1.45E+00	-1.94E+00	5.79E+00	0	2.32	0	0	0	0	0	2	0	0	0	1
cell_6558	Epiblast	6A	-6.95E-01	5.03E-01	5.62E+00	0	1.58	0	0	0	0	0	0	0	0	1	1
cell_6887	Epiblast	6A	-3.11E+00	1.83E+00	6.04E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_5463	Epiblast	6A	-7.56E-01	-2.52E+00	6.44E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_5640	Epiblast	6A	4.52E-01	-1.95E+00	5.59E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_5661	Epiblast	6A	-7.85E-01	-1.32E+00	6.35E+00	0	2.81	0	0	0	0	0	1	0	0	0	1
cell_5704	Epiblast	6A	-8.50E-01	-1.19E+00	5.60E+00	0	2.58	0	0	0	0	0	0	0	0	1	1
cell_5871	Epiblast	6A	8.96E-01	-3.54E+00	5.88E+00	0	1	0	0	0	0	0	0	0	0	1	1
cell_5956	Epiblast	6A	-2.57E+00	2.42E+00	5.83E+00	0	1.58	0	0	0	0	0	0	0	0	1.58	1
cell_6044	Epiblast	6A	-1.30E+00	-7.21E-02	5.70E+00	0	2.81	0	0	0	0	0	0	0	0	1.58	1
cell_6094	Epiblast	6A	-2.12E+00	-2.07E+00	5.93E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_6102	Epiblast	6A	1.42E+00	-3.20E+00	5.78E+00	0	2.32	0	0	0	1	0	1	0	0	1.58	1
cell_6139	Epiblast	6A	-2.28E+00	-1.22E+00	6.01E+00	0	0	0	0	0	0	0	0	0	0	0	1
cell_6323	Epiblast	6A	1.54E-01	-3.11E-01	5.65E+00	0	1.58	0	0	0	1	0	0	0	0	3.58	1
cell_6381	Epiblast	6A	-2.85E+00	1.45E+00	6.11E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6436	Epiblast	6A	1.45E+00	-2.82E+00	6.19E+00	0	1.58	0	0	0	0	0	1	0	0	1.58	1
cell_6487	Epiblast	6A	-2.54E+00	1.34E+00	6.46E+00	0	1.58	0	0	0	0	0	0	0	0	0	1
cell_6561	Epiblast	6A	-1.93E+00	-5.66E-01	6.17E+00	0	2.32	0	0	0	0	0	0	0	0	1	1
cell_6739	Epiblast	6A	-2.57E-01	-3.25E+00	5.83E+00	0	3.32	0	0	0	0	0	0	0	0	0	1
cell_6782	Epiblast	6A	2.56E-01	-2.33E+00	5.67E+00	0	3	0	0	0	0	0	1	0	0	0	1
cell_6836	Epiblast	6A	-3.29E+00	1.03E+00	5.83E+00	0	1	0	0	0	0	0	0	0	0	0	1
cell_6855	Epiblast	6A	-1.72E+00	-2.45E-01	5.52E+00	0	2.81	0	0	0	0	0	0	0	0	0	1
cell_6925	Epiblast	6A	1.58E+00	-2.16E+00	6.04E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_7182	Epiblast	6A	2.06E-01	-1.86E+00	5.66E+00	0	2	0	0	0	0	0	0	0	0	0	1
cell_7183	Epiblast	6A	-1.80E+00	1.71E+00	6.02E+00	0	3.17	0	0	0	0	0	1.58	0	0	2	1
cell_7256	Epiblast	6A	-3.36E+00	-5.64E-02	6.26E+00	0	2.32	0	0	0	0	0	0	0	0	0	1
cell_7519	Epiblast	6A	-2.07E+00	1.66E+00	5.66E+00	0	2.58	0	0	0	0	0	0	0	0	0	1
cell_5666	Epiblast	6A	7.36E-01	-1.38E+00	5.66E+00	0	1	0	0	0	0	0	1	1.58	0	2	1
cell_5515	Epiblast	6A	-1.92E+00	-1.53E+00	5.64E+00	0	2.32	0	0	0	1	0	0	0	0	0	1
cell_5603	Epiblast	6A	-2.84E+00	5.58E-01	5.55E+00	0	2	0	0	0	0	0	0	0	0	1	1
cell_6580	Epiblast	6A	-1.78E+00	-1.24E+00	5.64E+00	0	1	0	0	0	0	0	0	1	0	0	1
cell_7090	Epiblast	6A	-7.66E-01	3.71E-01	5.96E+00	0	2.32	0	0	0	0	0	1	0	0	1.58	1
cell_7289	Epiblast	6A	6.94E-01	-3.43E+00	6.13E+00	0	0	0	0	0	0	0	0	0	0	0	1
cell_7409	Epiblast	6A	1.72E+00	-2.96E+00	6.47E+00	0	1	0	0	0	0	0	0	0	0	1	1
